complaint_id,date,raw_text,_true_ward,_true_issue
CMP00470,2026-08-12,"Irregular water supply timing in Ward 2 near Industrial Area Gate, affecting daily routine.",Ward 2,water_supply
CMP00498,2026-08-12,Municipal garbage van has skipped our street near Shiv Mandir Road (Ward 6) for 2 days.,Ward 6,garbage
CMP00037,2026-08-13,Complaint raised earlier too - streetlight at Old Bus Stand (Ward 5) still not fixed.,Ward 5,streetlight
CMP00292,2026-08-13,"No water supply near Shiv Mandir Road, Ward 13 for 5 days, please check pipeline.",Ward 13,water_supply
CMP00360,2026-08-13,"Sewage line broken near New Market Complex, Ward 7, dirty water flowing on road for 10 days.",Ward 7,sewage
CMP00388,2026-08-13,"Contaminated water coming from tap near Community Hall in Ward 13, smells bad.",Ward 13,water_supply
CMP00048,2026-08-14,"Every monsoon the road near Sector 4 Market in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging
CMP00049,2026-08-14,"Every monsoon the road near Gandhi Chowk in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging
CMP00102,2026-08-14,"Stagnant water near Govt School for several months, mosquito breeding ground, Ward 7 residents worried.",Ward 7,waterlogging
CMP00174,2026-08-14,"Every monsoon the road near New Market Complex in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging
CMP00231,2026-08-14,"Every monsoon the road near Ring Road Junction in Ward 9 gets waterlogged, no permanent solution done yet.",Ward 9,waterlogging
CMP00280,2026-08-14,"Large pothole near Shiv Mandir Road, Ward 13 causing accidents, two-wheelers keep skidding.",Ward 13,pothole
CMP00377,2026-08-14,"Sewage line broken near Riverside Lane, Ward 7, dirty water flowing on road for 2 days.",Ward 7,sewage
CMP00453,2026-08-14,"Sir humara area Ward 11 Ambedkar Park ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 11,waterlogging
CMP00549,2026-08-14,"Contaminated water coming from tap near Housing Colony Gate in Ward 10, smells bad.",Ward 10,water_supply
CMP00238,2026-08-15,"Overflowing garbage bin at Main Bazaar, Ward 11, please send collection truck.",Ward 11,garbage
CMP00349,2026-08-15,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 5) still not fixed.,Ward 5,streetlight
CMP00392,2026-08-15,"Large pothole near Railway Station Road, Ward 13 causing accidents, two-wheelers keep skidding.",Ward 13,pothole
CMP00445,2026-08-15,Heavy waterlogging near Sector 4 Market in Ward 9 since several months. Road is completely flooded.,Ward 9,waterlogging
CMP00560,2026-08-15,"Stagnant water near Railway Station Road for a week, mosquito breeding ground, Ward 10 residents worried.",Ward 10,waterlogging
CMP00021,2026-08-16,"Garbage not collected for 3 weeks near Govt School, Ward 12. Foul smell spreading.",Ward 12,garbage
CMP00027,2026-08-16,Complaint raised earlier too - streetlight at Ambedkar Park (Ward 12) still not fixed.,Ward 12,streetlight
CMP00077,2026-08-16,"Manhole overflow near Gandhi Chowk in Ward 3, extremely unhygienic condition.",Ward 3,sewage
CMP00149,2026-08-16,"Stagnant water near Housing Colony Gate for 5 days, mosquito breeding ground, Ward 8 residents worried.",Ward 8,waterlogging
CMP00156,2026-08-16,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 7) for 2 days.,Ward 7,garbage
CMP00376,2026-08-16,"Same pothole near Petrol Pump Circle (Ward 12) reported 2 days ago, still not repaired.",Ward 12,pothole
CMP00569,2026-08-16,"Garbage not collected for over a month near Sector 4 Market, Ward 12. Foul smell spreading.",Ward 12,garbage
CMP00007,2026-08-17,"Illegal dumping of construction waste near New Market Complex in Ward 2, causing blockage.",Ward 2,garbage
CMP00232,2026-08-17,"Illegal dumping of construction waste near Housing Colony Gate in Ward 7, causing blockage.",Ward 7,garbage
CMP00273,2026-08-17,"Irregular water supply timing in Ward 7 near Sector 4 Market, affecting daily routine.",Ward 7,water_supply
CMP00324,2026-08-17,"Illegal dumping of construction waste near Community Hall in Ward 2, causing blockage.",Ward 2,garbage
CMP00371,2026-08-17,"Irregular water supply timing in Ward 11 near Housing Colony Gate, affecting daily routine.",Ward 11,water_supply
CMP00413,2026-08-17,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 4. Please help urgently.",Ward 4,waterlogging
CMP00495,2026-08-17,"Overflowing garbage bin at Community Hall, Ward 7, please send collection truck.",Ward 7,garbage
CMP00058,2026-08-18,Complaint raised earlier too - streetlight at Riverside Lane (Ward 5) still not fixed.,Ward 5,streetlight
CMP00095,2026-08-18,"Multiple streetlights down on the stretch near Industrial Area Gate in Ward 7, women feel unsafe.",Ward 7,streetlight
CMP00359,2026-08-18,Heavy waterlogging near Community Hall in Ward 7 since 3 weeks. Road is completely flooded.,Ward 7,waterlogging
CMP00506,2026-08-18,"Road near Old Bus Stand in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole
CMP00518,2026-08-18,"Stagnant water near Govt School for 2 days, mosquito breeding ground, Ward 9 residents worried.",Ward 9,waterlogging
CMP00524,2026-08-18,"Irregular water supply timing in Ward 9 near Industrial Area Gate, affecting daily routine.",Ward 9,water_supply
CMP00566,2026-08-18,"Drain overflow causing water to enter houses near Ambedkar Park, Ward 6. Please help urgently.",Ward 6,waterlogging
CMP00055,2026-08-19,"Streetlight near Gandhi Chowk, Ward 9 not working for 3 weeks, safety issue at night.",Ward 9,streetlight
CMP00260,2026-08-19,Heavy waterlogging near Shiv Mandir Road in Ward 7 since a week. Road is completely flooded.,Ward 7,waterlogging
CMP00025,2026-08-20,"Overflowing garbage bin at Main Bazaar, Ward 12, please send collection truck.",Ward 12,garbage
CMP00090,2026-08-20,"Streetlight near Housing Colony Gate, Ward 4 not working for 3 weeks, safety issue at night.",Ward 4,streetlight
CMP00151,2026-08-20,"Drain overflow causing water to enter houses near Ambedkar Park, Ward 12. Please help urgently.",Ward 12,waterlogging
CMP00201,2026-08-20,"Large pothole near Petrol Pump Circle, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole
CMP00266,2026-08-20,"Irregular water supply timing in Ward 9 near Railway Station Road, affecting daily routine.",Ward 9,water_supply
CMP00312,2026-08-20,"Drain overflow causing water to enter houses near Riverside Lane, Ward 6. Please help urgently.",Ward 6,waterlogging
CMP00348,2026-08-20,"Same pothole near Community Hall (Ward 4) reported a week ago, still not repaired.",Ward 4,pothole
CMP00554,2026-08-20,"Sewage line broken near Gandhi Chowk, Ward 12, dirty water flowing on road for 2 days.",Ward 12,sewage
CMP00558,2026-08-20,"Overflowing garbage bin at Gandhi Chowk, Ward 4, please send collection truck.",Ward 4,garbage
CMP00191,2026-08-21,"Overflowing garbage bin at Sector 4 Market, Ward 9, please send collection truck.",Ward 9,garbage
CMP00259,2026-08-21,Complaint raised earlier too - streetlight at Govt School (Ward 12) still not fixed.,Ward 12,streetlight
CMP00263,2026-08-21,"Drain overflow causing water to enter houses near Railway Station Road, Ward 11. Please help urgently.",Ward 11,waterlogging
CMP00405,2026-08-21,"No water supply near Ring Road Junction, Ward 8 for several months, please check pipeline.",Ward 8,water_supply
CMP00460,2026-08-21,"Multiple streetlights down on the stretch near Gandhi Chowk in Ward 1, women feel unsafe.",Ward 1,streetlight
CMP00483,2026-08-21,Municipal garbage van has skipped our street near Riverside Lane (Ward 2) for several months.,Ward 2,garbage
CMP00527,2026-08-21,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 8, women feel unsafe.",Ward 8,streetlight
CMP00012,2026-08-22,"Illegal dumping of construction waste near Riverside Lane in Ward 3, causing blockage.",Ward 3,garbage
CMP00023,2026-08-22,"Same pothole near Industrial Area Gate (Ward 11) reported 10 days ago, still not repaired.",Ward 11,pothole
CMP00264,2026-08-22,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 3, women feel unsafe.",Ward 3,streetlight
CMP00318,2026-08-22,"Contaminated water coming from tap near Community Hall in Ward 7, smells bad.",Ward 7,water_supply
CMP00351,2026-08-22,"Streetlight near Railway Station Road, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight
CMP00396,2026-08-22,"Every monsoon the road near Shiv Mandir Road in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging
CMP00401,2026-08-22,"Road near Community Hall in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole
CMP00424,2026-08-22,"Overflowing garbage bin at Industrial Area Gate, Ward 1, please send collection truck.",Ward 1,garbage
CMP00457,2026-08-22,"Road near Old Bus Stand in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole
CMP00043,2026-08-23,"Irregular water supply timing in Ward 7 near Railway Station Road, affecting daily routine.",Ward 7,water_supply
CMP00112,2026-08-23,"Large pothole near Shiv Mandir Road, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole
CMP00159,2026-08-23,"No water supply near Housing Colony Gate, Ward 8 for over a month, please check pipeline.",Ward 8,water_supply
CMP00233,2026-08-23,"No water supply near New Market Complex, Ward 7 for 5 days, please check pipeline.",Ward 7,water_supply
CMP00390,2026-08-23,"Garbage not collected for 3 weeks near Shiv Mandir Road, Ward 5. Foul smell spreading.",Ward 5,garbage
CMP00536,2026-08-23,"Streetlight near Govt School, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight
CMP00544,2026-08-23,"No water supply near Community Hall, Ward 13 for several months, please check pipeline.",Ward 13,water_supply
CMP00592,2026-08-23,"Irregular water supply timing in Ward 13 near Industrial Area Gate, affecting daily routine.",Ward 13,water_supply
CMP00047,2026-08-24,"Same pothole near Industrial Area Gate (Ward 5) reported over a month ago, still not repaired.",Ward 5,pothole
CMP00074,2026-08-24,"No water supply near Sector 4 Market, Ward 6 for 2 days, please check pipeline.",Ward 6,water_supply
CMP00081,2026-08-24,"Illegal dumping of construction waste near Ring Road Junction in Ward 3, causing blockage.",Ward 3,garbage
CMP00108,2026-08-24,"Multiple streetlights down on the stretch near Ring Road Junction in Ward 14, women feel unsafe.",Ward 14,streetlight
CMP00228,2026-08-24,"Sewage line broken near Riverside Lane, Ward 7, dirty water flowing on road for several months.",Ward 7,sewage
CMP00279,2026-08-24,"Road near Community Hall in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole
CMP00281,2026-08-24,"Manhole overflow near Petrol Pump Circle in Ward 10, extremely unhygienic condition.",Ward 10,sewage
CMP00481,2026-08-24,"Overflowing garbage bin at Petrol Pump Circle, Ward 8, please send collection truck.",Ward 8,garbage
CMP00570,2026-08-24,"Same pothole near Gandhi Chowk (Ward 8) reported several months ago, still not repaired.",Ward 8,pothole
CMP00054,2026-08-25,"Illegal dumping of construction waste near Govt School in Ward 10, causing blockage.",Ward 10,garbage
CMP00071,2026-08-25,"Every monsoon the road near Industrial Area Gate in Ward 12 gets waterlogged, no permanent solution done yet.",Ward 12,waterlogging
CMP00080,2026-08-25,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 7) still not fixed.,Ward 7,streetlight
CMP00082,2026-08-25,"Road near Main Bazaar in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole
CMP00094,2026-08-25,"Drain overflow causing water to enter houses near Industrial Area Gate, Ward 13. Please help urgently.",Ward 13,waterlogging
CMP00106,2026-08-25,"Streetlight near Govt School, Ward 4 not working for 10 days, safety issue at night.",Ward 4,streetlight
CMP00161,2026-08-25,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 14, women feel unsafe.",Ward 14,streetlight
CMP00414,2026-08-25,"Road near Industrial Area Gate in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole
CMP00521,2026-08-25,Municipal garbage van has skipped our street near Railway Station Road (Ward 3) for 10 days.,Ward 3,garbage
CMP00209,2026-08-26,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 1, women feel unsafe.",Ward 1,streetlight
CMP00252,2026-08-26,"Stagnant water near Railway Station Road for 10 days, mosquito breeding ground, Ward 11 residents worried.",Ward 11,waterlogging
CMP00277,2026-08-26,Municipal garbage van has skipped our street near Industrial Area Gate (Ward 7) for 10 days.,Ward 7,garbage
CMP00327,2026-08-26,"Road near Main Bazaar in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole
CMP00432,2026-08-26,Heavy waterlogging near Housing Colony Gate in Ward 3 since over a month. Road is completely flooded.,Ward 3,waterlogging
CMP00435,2026-08-26,"Manhole overflow near Ring Road Junction in Ward 4, extremely unhygienic condition.",Ward 4,sewage
CMP00444,2026-08-26,"No water supply near Community Hall, Ward 7 for 3 weeks, please check pipeline.",Ward 7,water_supply
CMP00589,2026-08-26,"Garbage not collected for over a month near Ambedkar Park, Ward 7. Foul smell spreading.",Ward 7,garbage
CMP00594,2026-08-26,"Every monsoon the road near Railway Station Road in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging
CMP00022,2026-08-27,Complaint raised earlier too - streetlight at New Market Complex (Ward 15) still not fixed.,Ward 15,streetlight
CMP00236,2026-08-27,"Illegal dumping of construction waste near Shiv Mandir Road in Ward 5, causing blockage.",Ward 5,garbage
CMP00283,2026-08-27,"Overflowing garbage bin at Petrol Pump Circle, Ward 9, please send collection truck.",Ward 9,garbage
CMP00314,2026-08-27,"No water supply near New Market Complex, Ward 7 for several months, please check pipeline.",Ward 7,water_supply
CMP00343,2026-08-27,"Garbage not collected for 3 weeks near Housing Colony Gate, Ward 3. Foul smell spreading.",Ward 3,garbage
CMP00472,2026-08-27,"Streetlight near Ambedkar Park, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight
CMP00100,2026-08-28,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 12. Please help urgently.",Ward 12,waterlogging
CMP00187,2026-08-28,Heavy waterlogging near Housing Colony Gate in Ward 7 since a week. Road is completely flooded.,Ward 7,waterlogging
CMP00244,2026-08-28,"Sewage line broken near Ring Road Junction, Ward 12, dirty water flowing on road for 5 days.",Ward 12,sewage
CMP00380,2026-08-28,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 3, women feel unsafe.",Ward 3,streetlight
CMP00384,2026-08-28,"Same pothole near Petrol Pump Circle (Ward 7) reported 5 days ago, still not repaired.",Ward 7,pothole
CMP00411,2026-08-28,Complaint raised earlier too - streetlight at Industrial Area Gate (Ward 7) still not fixed.,Ward 7,streetlight
CMP00471,2026-08-28,"Sewage line broken near Sector 4 Market, Ward 14, dirty water flowing on road for a week.",Ward 14,sewage
CMP00072,2026-08-29,"Contaminated water coming from tap near Old Bus Stand in Ward 12, smells bad.",Ward 12,water_supply
CMP00119,2026-08-29,"Same pothole near Sector 4 Market (Ward 2) reported 2 days ago, still not repaired.",Ward 2,pothole
CMP00139,2026-08-29,Heavy waterlogging near Main Bazaar in Ward 3 since 10 days. Road is completely flooded.,Ward 3,waterlogging
CMP00150,2026-08-29,"Every monsoon the road near Riverside Lane in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging
CMP00155,2026-08-29,"Multiple streetlights down on the stretch near Riverside Lane in Ward 13, women feel unsafe.",Ward 13,streetlight
CMP00463,2026-08-29,"Sewage line broken near Main Bazaar, Ward 5, dirty water flowing on road for several months.",Ward 5,sewage
CMP00009,2026-08-30,"Illegal dumping of construction waste near Ring Road Junction in Ward 2, causing blockage.",Ward 2,garbage
CMP00079,2026-08-30,"Sewage line broken near Community Hall, Ward 3, dirty water flowing on road for 2 days.",Ward 3,sewage
CMP00178,2026-08-30,"Illegal dumping of construction waste near Riverside Lane in Ward 12, causing blockage.",Ward 12,garbage
CMP00256,2026-08-30,"Overflowing garbage bin at Govt School, Ward 7, please send collection truck.",Ward 7,garbage
CMP00275,2026-08-30,"Drain overflow causing water to enter houses near Gandhi Chowk, Ward 14. Please help urgently.",Ward 14,waterlogging
CMP00336,2026-08-30,"Every monsoon the road near Petrol Pump Circle in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging
CMP00386,2026-08-30,"Manhole overflow near Industrial Area Gate in Ward 4, extremely unhygienic condition.",Ward 4,sewage
CMP00448,2026-08-30,"No water supply near Riverside Lane, Ward 11 for over a month, please check pipeline.",Ward 11,water_supply
CMP00514,2026-08-30,"Streetlight near Community Hall, Ward 11 not working for 2 days, safety issue at night.",Ward 11,streetlight
CMP00519,2026-08-30,"Multiple streetlights down on the stretch near Govt School in Ward 12, women feel unsafe.",Ward 12,streetlight
CMP00531,2026-08-30,Complaint raised earlier too - streetlight at Housing Colony Gate (Ward 7) still not fixed.,Ward 7,streetlight
CMP00539,2026-08-30,"Same pothole near Shiv Mandir Road (Ward 4) reported several months ago, still not repaired.",Ward 4,pothole
CMP00583,2026-08-30,"Large pothole near Railway Station Road, Ward 10 causing accidents, two-wheelers keep skidding.",Ward 10,pothole
CMP00061,2026-08-31,"Every monsoon the road near Ring Road Junction in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging
CMP00131,2026-08-31,"Irregular water supply timing in Ward 7 near Housing Colony Gate, affecting daily routine.",Ward 7,water_supply
CMP00184,2026-08-31,"Contaminated water coming from tap near Shiv Mandir Road in Ward 12, smells bad.",Ward 12,water_supply
CMP00307,2026-08-31,"Sir humara area Ward 8 Ring Road Junction ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 8,waterlogging
CMP00335,2026-08-31,Heavy waterlogging near Housing Colony Gate in Ward 3 since a week. Road is completely flooded.,Ward 3,waterlogging
CMP00337,2026-08-31,"Multiple streetlights down on the stretch near New Market Complex in Ward 2, women feel unsafe.",Ward 2,streetlight
CMP00341,2026-08-31,"Sewage line broken near Community Hall, Ward 3, dirty water flowing on road for 3 weeks.",Ward 3,sewage
CMP00474,2026-08-31,"Drain overflow causing water to enter houses near Industrial Area Gate, Ward 1. Please help urgently.",Ward 1,waterlogging
CMP00482,2026-08-31,"Contaminated water coming from tap near Industrial Area Gate in Ward 7, smells bad.",Ward 7,water_supply
CMP00024,2026-09-01,"Overflowing garbage bin at Housing Colony Gate, Ward 6, please send collection truck.",Ward 6,garbage
CMP00200,2026-09-01,"Every monsoon the road near Petrol Pump Circle in Ward 4 gets waterlogged, no permanent solution done yet.",Ward 4,waterlogging
CMP00207,2026-09-01,"Drain overflow causing water to enter houses near New Market Complex, Ward 13. Please help urgently.",Ward 13,waterlogging
CMP00289,2026-09-01,"Sir humara area Ward 3 Industrial Area Gate ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging
CMP00462,2026-09-01,"Streetlight near Gandhi Chowk, Ward 1 not working for over a month, safety issue at night.",Ward 1,streetlight
