complaint_id,date,raw_text,_true_ward,_true_issue,extracted_ward,extracted_issue,extracted_urgency,extracted_duration
CMP00194,2026-07-29,Municipal garbage van has skipped our street near Riverside Lane (Ward 15) for 10 days.,Ward 15,garbage,Ward 15,garbage,low,10 day
CMP00219,2026-07-29,"Garbage not collected for several months near New Market Complex, Ward 2. Foul smell spreading.",Ward 2,garbage,Ward 2,garbage,medium,several months
CMP00354,2026-07-29,"Irregular water supply timing in Ward 7 near Govt School, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00403,2026-07-29,"Contaminated water coming from tap near Old Bus Stand in Ward 5, smells bad.",Ward 5,water_supply,Ward 5,water_supply,low,not specified
CMP00512,2026-07-29,"Road near Community Hall in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole,Ward 12,pothole,low,not specified
CMP00523,2026-07-29,"Road near Shiv Mandir Road in Ward 9 badly damaged after rains, potholes everywhere.",Ward 9,pothole,Ward 9,pothole,low,not specified
CMP00533,2026-07-29,"Illegal dumping of construction waste near Old Bus Stand in Ward 5, causing blockage.",Ward 5,garbage,Ward 5,garbage,low,not specified
CMP00550,2026-07-29,"Irregular water supply timing in Ward 1 near Railway Station Road, affecting daily routine.",Ward 1,water_supply,Ward 1,water_supply,low,not specified
CMP00039,2026-07-30,"Road near Govt School in Ward 2 badly damaged after rains, potholes everywhere.",Ward 2,pothole,Ward 2,pothole,low,not specified
CMP00192,2026-07-30,"Garbage not collected for several months near Ambedkar Park, Ward 4. Foul smell spreading.",Ward 4,garbage,Ward 4,garbage,medium,several months
CMP00206,2026-07-30,"Illegal dumping of construction waste near Industrial Area Gate in Ward 13, causing blockage.",Ward 13,garbage,Ward 13,garbage,low,not specified
CMP00355,2026-07-30,"Stagnant water near Govt School for 3 weeks, mosquito breeding ground, Ward 2 residents worried.",Ward 2,waterlogging,Ward 2,waterlogging,medium,3 week
CMP00361,2026-07-30,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 11. Please help urgently.",Ward 11,waterlogging,Ward 11,waterlogging,high,not specified
CMP00402,2026-07-30,"Streetlight near New Market Complex, Ward 7 not working for over a month, safety issue at night.",Ward 7,streetlight,Ward 7,streetlight,medium,not specified
CMP00030,2026-07-31,"Sewage line broken near Old Bus Stand, Ward 12, dirty water flowing on road for 5 days.",Ward 12,sewage,Ward 12,sewage,low,5 day
CMP00114,2026-07-31,"Drain overflow causing water to enter houses near Sector 4 Market, Ward 3. Please help urgently.",Ward 3,waterlogging,Ward 3,waterlogging,high,not specified
CMP00302,2026-07-31,"Streetlight near Industrial Area Gate, Ward 13 not working for 5 days, safety issue at night.",Ward 13,streetlight,Ward 13,streetlight,low,5 day
CMP00374,2026-07-31,Complaint raised earlier too - streetlight at Ring Road Junction (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00395,2026-07-31,"Streetlight near Govt School, Ward 1 not working for 5 days, safety issue at night.",Ward 1,streetlight,Ward 1,streetlight,low,5 day
CMP00423,2026-07-31,Heavy waterlogging near Ambedkar Park in Ward 6 since 2 days. Road is completely flooded.,Ward 6,waterlogging,Ward 6,waterlogging,low,2 day
CMP00175,2026-08-01,"Streetlight near Housing Colony Gate, Ward 15 not working for over a month, safety issue at night.",Ward 15,streetlight,Ward 15,streetlight,medium,not specified
CMP00205,2026-08-01,"Overflowing garbage bin at Community Hall, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00382,2026-08-01,Complaint raised earlier too - streetlight at Shiv Mandir Road (Ward 10) still not fixed.,Ward 10,streetlight,Ward 10,streetlight,medium,not specified
CMP00491,2026-08-01,"Every monsoon the road near Govt School in Ward 3 gets waterlogged, no permanent solution done yet.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00562,2026-08-01,"Manhole overflow near Riverside Lane in Ward 12, extremely unhygienic condition.",Ward 12,sewage,Ward 12,sewage,high,not specified
CMP00029,2026-08-02,"Garbage not collected for 5 days near Railway Station Road, Ward 4. Foul smell spreading.",Ward 4,garbage,Ward 4,garbage,low,5 day
CMP00105,2026-08-02,"Same pothole near Ambedkar Park (Ward 7) reported a week ago, still not repaired.",Ward 7,pothole,Ward 7,pothole,medium,a week
CMP00160,2026-08-02,Municipal garbage van has skipped our street near Petrol Pump Circle (Ward 7) for several months.,Ward 7,garbage,Ward 7,garbage,medium,several months
CMP00167,2026-08-02,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 3, women feel unsafe.",Ward 3,streetlight,Ward 3,streetlight,high,not specified
CMP00285,2026-08-02,"Drain overflow causing water to enter houses near Shiv Mandir Road, Ward 6. Please help urgently.",Ward 6,waterlogging,Ward 6,waterlogging,high,not specified
CMP00334,2026-08-02,"Sir humara area Ward 10 Community Hall ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 10,waterlogging,Ward 10,waterlogging,low,not specified
CMP00455,2026-08-02,"Illegal dumping of construction waste near Community Hall in Ward 8, causing blockage.",Ward 8,garbage,Ward 8,garbage,low,not specified
CMP00528,2026-08-02,"Sewage line broken near Main Bazaar, Ward 7, dirty water flowing on road for a week.",Ward 7,sewage,Ward 7,sewage,low,a week
CMP00553,2026-08-02,"Overflowing garbage bin at Ring Road Junction, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00016,2026-08-03,"Manhole overflow near Sector 4 Market in Ward 4, extremely unhygienic condition.",Ward 4,sewage,Ward 4,sewage,high,not specified
CMP00019,2026-08-03,"Overflowing garbage bin at Old Bus Stand, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00198,2026-08-03,"No water supply near Ambedkar Park, Ward 12 for over a month, please check pipeline.",Ward 12,water_supply,Ward 12,water_supply,medium,not specified
CMP00213,2026-08-03,Heavy waterlogging near Gandhi Chowk in Ward 9 since 10 days. Road is completely flooded.,Ward 9,waterlogging,Ward 9,waterlogging,low,10 day
CMP00306,2026-08-03,"Contaminated water coming from tap near Railway Station Road in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00321,2026-08-03,"Overflowing garbage bin at Housing Colony Gate, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00339,2026-08-03,"Sewage line broken near Sector 4 Market, Ward 4, dirty water flowing on road for several months.",Ward 4,sewage,Ward 4,sewage,medium,several months
CMP00399,2026-08-03,Heavy waterlogging near New Market Complex in Ward 12 since 3 weeks. Road is completely flooded.,Ward 12,waterlogging,Ward 12,waterlogging,low,3 week
CMP00490,2026-08-03,"Every monsoon the road near Community Hall in Ward 10 gets waterlogged, no permanent solution done yet.",Ward 10,waterlogging,Ward 10,waterlogging,low,not specified
CMP00492,2026-08-03,"Overflowing garbage bin at Riverside Lane, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00587,2026-08-03,"Sir humara area Ward 5 Petrol Pump Circle ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 5,waterlogging,Ward 5,waterlogging,low,not specified
CMP00056,2026-08-04,"Sewage line broken near Main Bazaar, Ward 15, dirty water flowing on road for a week.",Ward 15,sewage,Ward 15,sewage,low,a week
CMP00173,2026-08-04,"Contaminated water coming from tap near Ambedkar Park in Ward 12, smells bad.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00241,2026-08-04,"Road near Railway Station Road in Ward 13 badly damaged after rains, potholes everywhere.",Ward 13,pothole,Ward 13,pothole,low,not specified
CMP00293,2026-08-04,"Multiple streetlights down on the stretch near Industrial Area Gate in Ward 15, women feel unsafe.",Ward 15,streetlight,Ward 15,streetlight,high,not specified
CMP00362,2026-08-04,"Garbage not collected for 3 weeks near Railway Station Road, Ward 7. Foul smell spreading.",Ward 7,garbage,Ward 7,garbage,low,3 week
CMP00373,2026-08-04,"Road near Ring Road Junction in Ward 15 badly damaged after rains, potholes everywhere.",Ward 15,pothole,Ward 15,pothole,low,not specified
CMP00477,2026-08-04,"Same pothole near Riverside Lane (Ward 7) reported 2 days ago, still not repaired.",Ward 7,pothole,Ward 7,pothole,medium,2 day
CMP00576,2026-08-04,Heavy waterlogging near Industrial Area Gate in Ward 1 since 3 weeks. Road is completely flooded.,Ward 1,waterlogging,Ward 1,waterlogging,low,3 week
CMP00078,2026-08-05,"Road near Govt School in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole,Ward 7,pothole,low,not specified
CMP00317,2026-08-05,Heavy waterlogging near Shiv Mandir Road in Ward 1 since 10 days. Road is completely flooded.,Ward 1,waterlogging,Ward 1,waterlogging,low,10 day
CMP00338,2026-08-05,"Large pothole near Industrial Area Gate, Ward 11 causing accidents, two-wheelers keep skidding.",Ward 11,pothole,Ward 11,pothole,high,not specified
CMP00450,2026-08-05,"Road near Community Hall in Ward 7 badly damaged after rains, potholes everywhere.",Ward 7,pothole,Ward 7,pothole,low,not specified
CMP00145,2026-08-06,"Same pothole near Sector 4 Market (Ward 12) reported several months ago, still not repaired.",Ward 12,pothole,Ward 12,pothole,medium,several months
CMP00165,2026-08-06,"Multiple streetlights down on the stretch near Gandhi Chowk in Ward 10, women feel unsafe.",Ward 10,streetlight,Ward 10,streetlight,high,not specified
CMP00508,2026-08-06,"Drain overflow causing water to enter houses near Main Bazaar, Ward 3. Please help urgently.",Ward 3,waterlogging,Ward 3,waterlogging,high,not specified
CMP00584,2026-08-06,"Stagnant water near Shiv Mandir Road for over a month, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging,Ward 3,waterlogging,medium,not specified
CMP00133,2026-08-07,"Illegal dumping of construction waste near Housing Colony Gate in Ward 10, causing blockage.",Ward 10,garbage,Ward 10,garbage,low,not specified
CMP00204,2026-08-07,"Sir humara area Ward 3 Ambedkar Park ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00247,2026-08-07,"Large pothole near Railway Station Road, Ward 3 causing accidents, two-wheelers keep skidding.",Ward 3,pothole,Ward 3,pothole,high,not specified
CMP00309,2026-08-07,"Same pothole near Shiv Mandir Road (Ward 3) reported 2 days ago, still not repaired.",Ward 3,pothole,Ward 3,pothole,medium,2 day
CMP00427,2026-08-07,"Overflowing garbage bin at Main Bazaar, Ward 9, please send collection truck.",Ward 9,garbage,Ward 9,garbage,low,not specified
CMP00464,2026-08-07,"No water supply near Railway Station Road, Ward 10 for 2 days, please check pipeline.",Ward 10,water_supply,Ward 10,water_supply,low,2 day
CMP00124,2026-08-08,Complaint raised earlier too - streetlight at Community Hall (Ward 3) still not fixed.,Ward 3,streetlight,Ward 3,streetlight,medium,not specified
CMP00138,2026-08-08,"Illegal dumping of construction waste near Gandhi Chowk in Ward 5, causing blockage.",Ward 5,garbage,Ward 5,garbage,low,not specified
CMP00397,2026-08-08,"Irregular water supply timing in Ward 2 near Ring Road Junction, affecting daily routine.",Ward 2,water_supply,Ward 2,water_supply,low,not specified
CMP00417,2026-08-08,Complaint raised earlier too - streetlight at Sector 4 Market (Ward 2) still not fixed.,Ward 2,streetlight,Ward 2,streetlight,medium,not specified
CMP00503,2026-08-08,"Manhole overflow near Ring Road Junction in Ward 2, extremely unhygienic condition.",Ward 2,sewage,Ward 2,sewage,high,not specified
CMP00520,2026-08-08,"Garbage not collected for 2 days near Ring Road Junction, Ward 4. Foul smell spreading.",Ward 4,garbage,Ward 4,garbage,low,2 day
CMP00541,2026-08-08,Complaint raised earlier too - streetlight at Community Hall (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00579,2026-08-08,"Streetlight near Industrial Area Gate, Ward 5 not working for a week, safety issue at night.",Ward 5,streetlight,Ward 5,streetlight,low,a week
CMP00101,2026-08-09,"Stagnant water near Govt School for 10 days, mosquito breeding ground, Ward 3 residents worried.",Ward 3,waterlogging,Ward 3,waterlogging,medium,10 day
CMP00152,2026-08-09,"No water supply near Govt School, Ward 8 for 2 days, please check pipeline.",Ward 8,water_supply,Ward 8,water_supply,low,2 day
CMP00574,2026-08-09,"Sir humara area Ward 13 Govt School ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 13,waterlogging,Ward 13,waterlogging,low,not specified
CMP00034,2026-08-10,"Every monsoon the road near Gandhi Chowk in Ward 3 gets waterlogged, no permanent solution done yet.",Ward 3,waterlogging,Ward 3,waterlogging,low,not specified
CMP00059,2026-08-10,"Irregular water supply timing in Ward 14 near Gandhi Chowk, affecting daily routine.",Ward 14,water_supply,Ward 14,water_supply,low,not specified
CMP00221,2026-08-10,"Sir humara area Ward 4 Sector 4 Market ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 4,waterlogging,Ward 4,waterlogging,low,not specified
CMP00295,2026-08-10,"Stagnant water near New Market Complex for 10 days, mosquito breeding ground, Ward 12 residents worried.",Ward 12,waterlogging,Ward 12,waterlogging,medium,10 day
CMP00340,2026-08-10,"Multiple streetlights down on the stretch near Housing Colony Gate in Ward 1, women feel unsafe.",Ward 1,streetlight,Ward 1,streetlight,high,not specified
CMP00499,2026-08-10,"Sewage line broken near Petrol Pump Circle, Ward 3, dirty water flowing on road for several months.",Ward 3,sewage,Ward 3,sewage,medium,several months
CMP00596,2026-08-10,"Contaminated water coming from tap near Shiv Mandir Road in Ward 12, smells bad.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00129,2026-08-11,"Irregular water supply timing in Ward 6 near Ambedkar Park, affecting daily routine.",Ward 6,water_supply,Ward 6,water_supply,low,not specified
CMP00144,2026-08-11,"Sewage line broken near Sector 4 Market, Ward 12, dirty water flowing on road for 2 days.",Ward 12,sewage,Ward 12,sewage,low,2 day
CMP00366,2026-08-11,Municipal garbage van has skipped our street near Gandhi Chowk (Ward 12) for over a month.,Ward 12,garbage,Ward 12,garbage,medium,not specified
CMP00387,2026-08-11,"Road near Housing Colony Gate in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole,Ward 3,pothole,low,not specified
CMP00420,2026-08-11,"Multiple streetlights down on the stretch near Ring Road Junction in Ward 7, women feel unsafe.",Ward 7,streetlight,Ward 7,streetlight,high,not specified
CMP00441,2026-08-11,"Road near Ambedkar Park in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole,Ward 5,pothole,low,not specified
CMP00530,2026-08-11,"Streetlight near New Market Complex, Ward 13 not working for 3 weeks, safety issue at night.",Ward 13,streetlight,Ward 13,streetlight,low,3 week
CMP00120,2026-08-12,"Irregular water supply timing in Ward 12 near Industrial Area Gate, affecting daily routine.",Ward 12,water_supply,Ward 12,water_supply,low,not specified
CMP00154,2026-08-12,"Irregular water supply timing in Ward 2 near Riverside Lane, affecting daily routine.",Ward 2,water_supply,Ward 2,water_supply,low,not specified
CMP00189,2026-08-12,"Overflowing garbage bin at Main Bazaar, Ward 6, please send collection truck.",Ward 6,garbage,Ward 6,garbage,low,not specified
CMP00197,2026-08-12,"Contaminated water coming from tap near Community Hall in Ward 1, smells bad.",Ward 1,water_supply,Ward 1,water_supply,low,not specified
CMP00267,2026-08-12,"Irregular water supply timing in Ward 7 near Housing Colony Gate, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00329,2026-08-12,"Every monsoon the road near Shiv Mandir Road in Ward 1 gets waterlogged, no permanent solution done yet.",Ward 1,waterlogging,Ward 1,waterlogging,low,not specified
CMP00466,2026-08-12,"Illegal dumping of construction waste near Govt School in Ward 5, causing blockage.",Ward 5,garbage,Ward 5,garbage,low,not specified
CMP00470,2026-08-12,"Irregular water supply timing in Ward 2 near Industrial Area Gate, affecting daily routine.",Ward 2,water_supply,Ward 2,water_supply,low,not specified
CMP00498,2026-08-12,Municipal garbage van has skipped our street near Shiv Mandir Road (Ward 6) for 2 days.,Ward 6,garbage,Ward 6,garbage,low,2 day
CMP00037,2026-08-13,Complaint raised earlier too - streetlight at Old Bus Stand (Ward 5) still not fixed.,Ward 5,streetlight,Ward 5,streetlight,medium,not specified
CMP00292,2026-08-13,"No water supply near Shiv Mandir Road, Ward 13 for 5 days, please check pipeline.",Ward 13,water_supply,Ward 13,water_supply,low,5 day
CMP00360,2026-08-13,"Sewage line broken near New Market Complex, Ward 7, dirty water flowing on road for 10 days.",Ward 7,sewage,Ward 7,sewage,low,10 day
CMP00388,2026-08-13,"Contaminated water coming from tap near Community Hall in Ward 13, smells bad.",Ward 13,water_supply,Ward 13,water_supply,low,not specified
CMP00048,2026-08-14,"Every monsoon the road near Sector 4 Market in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging,Ward 11,waterlogging,low,not specified
CMP00049,2026-08-14,"Every monsoon the road near Gandhi Chowk in Ward 11 gets waterlogged, no permanent solution done yet.",Ward 11,waterlogging,Ward 11,waterlogging,low,not specified
CMP00102,2026-08-14,"Stagnant water near Govt School for several months, mosquito breeding ground, Ward 7 residents worried.",Ward 7,waterlogging,Ward 7,waterlogging,medium,several months
CMP00174,2026-08-14,"Every monsoon the road near New Market Complex in Ward 5 gets waterlogged, no permanent solution done yet.",Ward 5,waterlogging,Ward 5,waterlogging,low,not specified
CMP00231,2026-08-14,"Every monsoon the road near Ring Road Junction in Ward 9 gets waterlogged, no permanent solution done yet.",Ward 9,waterlogging,Ward 9,waterlogging,low,not specified
CMP00280,2026-08-14,"Large pothole near Shiv Mandir Road, Ward 13 causing accidents, two-wheelers keep skidding.",Ward 13,pothole,Ward 13,pothole,high,not specified
CMP00377,2026-08-14,"Sewage line broken near Riverside Lane, Ward 7, dirty water flowing on road for 2 days.",Ward 7,sewage,Ward 7,sewage,low,2 day
CMP00453,2026-08-14,"Sir humara area Ward 11 Ambedkar Park ke paas paani bhar gaya hai, bahut dino se yehi problem hai.",Ward 11,waterlogging,Ward 11,waterlogging,low,not specified
CMP00549,2026-08-14,"Contaminated water coming from tap near Housing Colony Gate in Ward 10, smells bad.",Ward 10,water_supply,Ward 10,water_supply,low,not specified
CMP00238,2026-08-15,"Overflowing garbage bin at Main Bazaar, Ward 11, please send collection truck.",Ward 11,garbage,Ward 11,garbage,low,not specified
CMP00349,2026-08-15,Complaint raised earlier too - streetlight at Petrol Pump Circle (Ward 5) still not fixed.,Ward 5,streetlight,Ward 5,streetlight,medium,not specified
CMP00392,2026-08-15,"Large pothole near Railway Station Road, Ward 13 causing accidents, two-wheelers keep skidding.",Ward 13,pothole,Ward 13,pothole,high,not specified
CMP00445,2026-08-15,Heavy waterlogging near Sector 4 Market in Ward 9 since several months. Road is completely flooded.,Ward 9,waterlogging,Ward 9,waterlogging,medium,several months
CMP00560,2026-08-15,"Stagnant water near Railway Station Road for a week, mosquito breeding ground, Ward 10 residents worried.",Ward 10,waterlogging,Ward 10,waterlogging,medium,a week
CMP00021,2026-08-16,"Garbage not collected for 3 weeks near Govt School, Ward 12. Foul smell spreading.",Ward 12,garbage,Ward 12,garbage,low,3 week
CMP00027,2026-08-16,Complaint raised earlier too - streetlight at Ambedkar Park (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00077,2026-08-16,"Manhole overflow near Gandhi Chowk in Ward 3, extremely unhygienic condition.",Ward 3,sewage,Ward 3,sewage,high,not specified
CMP00149,2026-08-16,"Stagnant water near Housing Colony Gate for 5 days, mosquito breeding ground, Ward 8 residents worried.",Ward 8,waterlogging,Ward 8,waterlogging,medium,5 day
CMP00156,2026-08-16,Municipal garbage van has skipped our street near Housing Colony Gate (Ward 7) for 2 days.,Ward 7,garbage,Ward 7,garbage,low,2 day
CMP00376,2026-08-16,"Same pothole near Petrol Pump Circle (Ward 12) reported 2 days ago, still not repaired.",Ward 12,pothole,Ward 12,pothole,medium,2 day
CMP00569,2026-08-16,"Garbage not collected for over a month near Sector 4 Market, Ward 12. Foul smell spreading.",Ward 12,garbage,Ward 12,garbage,medium,not specified
CMP00007,2026-08-17,"Illegal dumping of construction waste near New Market Complex in Ward 2, causing blockage.",Ward 2,garbage,Ward 2,garbage,low,not specified
CMP00232,2026-08-17,"Illegal dumping of construction waste near Housing Colony Gate in Ward 7, causing blockage.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00273,2026-08-17,"Irregular water supply timing in Ward 7 near Sector 4 Market, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00324,2026-08-17,"Illegal dumping of construction waste near Community Hall in Ward 2, causing blockage.",Ward 2,garbage,Ward 2,garbage,low,not specified
CMP00371,2026-08-17,"Irregular water supply timing in Ward 11 near Housing Colony Gate, affecting daily routine.",Ward 11,water_supply,Ward 11,water_supply,low,not specified
CMP00413,2026-08-17,"Drain overflow causing water to enter houses near Housing Colony Gate, Ward 4. Please help urgently.",Ward 4,waterlogging,Ward 4,waterlogging,high,not specified
CMP00495,2026-08-17,"Overflowing garbage bin at Community Hall, Ward 7, please send collection truck.",Ward 7,garbage,Ward 7,garbage,low,not specified
CMP00058,2026-08-18,Complaint raised earlier too - streetlight at Riverside Lane (Ward 5) still not fixed.,Ward 5,streetlight,Ward 5,streetlight,medium,not specified
CMP00095,2026-08-18,"Multiple streetlights down on the stretch near Industrial Area Gate in Ward 7, women feel unsafe.",Ward 7,streetlight,Ward 7,streetlight,high,not specified
CMP00359,2026-08-18,Heavy waterlogging near Community Hall in Ward 7 since 3 weeks. Road is completely flooded.,Ward 7,waterlogging,Ward 7,waterlogging,low,3 week
CMP00506,2026-08-18,"Road near Old Bus Stand in Ward 12 badly damaged after rains, potholes everywhere.",Ward 12,pothole,Ward 12,pothole,low,not specified
CMP00518,2026-08-18,"Stagnant water near Govt School for 2 days, mosquito breeding ground, Ward 9 residents worried.",Ward 9,waterlogging,Ward 9,waterlogging,medium,2 day
CMP00524,2026-08-18,"Irregular water supply timing in Ward 9 near Industrial Area Gate, affecting daily routine.",Ward 9,water_supply,Ward 9,water_supply,low,not specified
CMP00566,2026-08-18,"Drain overflow causing water to enter houses near Ambedkar Park, Ward 6. Please help urgently.",Ward 6,waterlogging,Ward 6,waterlogging,high,not specified
CMP00055,2026-08-19,"Streetlight near Gandhi Chowk, Ward 9 not working for 3 weeks, safety issue at night.",Ward 9,streetlight,Ward 9,streetlight,low,3 week
CMP00260,2026-08-19,Heavy waterlogging near Shiv Mandir Road in Ward 7 since a week. Road is completely flooded.,Ward 7,waterlogging,Ward 7,waterlogging,low,a week
CMP00025,2026-08-20,"Overflowing garbage bin at Main Bazaar, Ward 12, please send collection truck.",Ward 12,garbage,Ward 12,garbage,low,not specified
CMP00090,2026-08-20,"Streetlight near Housing Colony Gate, Ward 4 not working for 3 weeks, safety issue at night.",Ward 4,streetlight,Ward 4,streetlight,low,3 week
CMP00151,2026-08-20,"Drain overflow causing water to enter houses near Ambedkar Park, Ward 12. Please help urgently.",Ward 12,waterlogging,Ward 12,waterlogging,high,not specified
CMP00201,2026-08-20,"Large pothole near Petrol Pump Circle, Ward 12 causing accidents, two-wheelers keep skidding.",Ward 12,pothole,Ward 12,pothole,high,not specified
CMP00266,2026-08-20,"Irregular water supply timing in Ward 9 near Railway Station Road, affecting daily routine.",Ward 9,water_supply,Ward 9,water_supply,low,not specified
CMP00312,2026-08-20,"Drain overflow causing water to enter houses near Riverside Lane, Ward 6. Please help urgently.",Ward 6,waterlogging,Ward 6,waterlogging,high,not specified
CMP00348,2026-08-20,"Same pothole near Community Hall (Ward 4) reported a week ago, still not repaired.",Ward 4,pothole,Ward 4,pothole,medium,a week
CMP00554,2026-08-20,"Sewage line broken near Gandhi Chowk, Ward 12, dirty water flowing on road for 2 days.",Ward 12,sewage,Ward 12,sewage,low,2 day
CMP00558,2026-08-20,"Overflowing garbage bin at Gandhi Chowk, Ward 4, please send collection truck.",Ward 4,garbage,Ward 4,garbage,low,not specified
CMP00191,2026-08-21,"Overflowing garbage bin at Sector 4 Market, Ward 9, please send collection truck.",Ward 9,garbage,Ward 9,garbage,low,not specified
CMP00259,2026-08-21,Complaint raised earlier too - streetlight at Govt School (Ward 12) still not fixed.,Ward 12,streetlight,Ward 12,streetlight,medium,not specified
CMP00263,2026-08-21,"Drain overflow causing water to enter houses near Railway Station Road, Ward 11. Please help urgently.",Ward 11,waterlogging,Ward 11,waterlogging,high,not specified
CMP00405,2026-08-21,"No water supply near Ring Road Junction, Ward 8 for several months, please check pipeline.",Ward 8,water_supply,Ward 8,water_supply,medium,several months
CMP00460,2026-08-21,"Multiple streetlights down on the stretch near Gandhi Chowk in Ward 1, women feel unsafe.",Ward 1,streetlight,Ward 1,streetlight,high,not specified
CMP00483,2026-08-21,Municipal garbage van has skipped our street near Riverside Lane (Ward 2) for several months.,Ward 2,garbage,Ward 2,garbage,medium,several months
CMP00527,2026-08-21,"Multiple streetlights down on the stretch near Old Bus Stand in Ward 8, women feel unsafe.",Ward 8,streetlight,Ward 8,streetlight,high,not specified
CMP00012,2026-08-22,"Illegal dumping of construction waste near Riverside Lane in Ward 3, causing blockage.",Ward 3,garbage,Ward 3,garbage,low,not specified
CMP00023,2026-08-22,"Same pothole near Industrial Area Gate (Ward 11) reported 10 days ago, still not repaired.",Ward 11,pothole,Ward 11,pothole,medium,10 day
CMP00264,2026-08-22,"Multiple streetlights down on the stretch near Shiv Mandir Road in Ward 3, women feel unsafe.",Ward 3,streetlight,Ward 3,streetlight,high,not specified
CMP00318,2026-08-22,"Contaminated water coming from tap near Community Hall in Ward 7, smells bad.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00351,2026-08-22,"Streetlight near Railway Station Road, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight,Ward 12,streetlight,low,2 day
CMP00396,2026-08-22,"Every monsoon the road near Shiv Mandir Road in Ward 7 gets waterlogged, no permanent solution done yet.",Ward 7,waterlogging,Ward 7,waterlogging,low,not specified
CMP00401,2026-08-22,"Road near Community Hall in Ward 5 badly damaged after rains, potholes everywhere.",Ward 5,pothole,Ward 5,pothole,low,not specified
CMP00424,2026-08-22,"Overflowing garbage bin at Industrial Area Gate, Ward 1, please send collection truck.",Ward 1,garbage,Ward 1,garbage,low,not specified
CMP00457,2026-08-22,"Road near Old Bus Stand in Ward 3 badly damaged after rains, potholes everywhere.",Ward 3,pothole,Ward 3,pothole,low,not specified
CMP00043,2026-08-23,"Irregular water supply timing in Ward 7 near Railway Station Road, affecting daily routine.",Ward 7,water_supply,Ward 7,water_supply,low,not specified
CMP00112,2026-08-23,"Large pothole near Shiv Mandir Road, Ward 7 causing accidents, two-wheelers keep skidding.",Ward 7,pothole,Ward 7,pothole,high,not specified
CMP00159,2026-08-23,"No water supply near Housing Colony Gate, Ward 8 for over a month, please check pipeline.",Ward 8,water_supply,Ward 8,water_supply,medium,not specified
CMP00233,2026-08-23,"No water supply near New Market Complex, Ward 7 for 5 days, please check pipeline.",Ward 7,water_supply,Ward 7,water_supply,low,5 day
CMP00390,2026-08-23,"Garbage not collected for 3 weeks near Shiv Mandir Road, Ward 5. Foul smell spreading.",Ward 5,garbage,Ward 5,garbage,low,3 week
CMP00536,2026-08-23,"Streetlight near Govt School, Ward 12 not working for 2 days, safety issue at night.",Ward 12,streetlight,Ward 12,streetlight,low,2 day
CMP00544,2026-08-23,"No water supply near Community Hall, Ward 13 for several months, please check pipeline.",Ward 13,water_supply,Ward 13,water_supply,medium,several months
CMP00592,2026-08-23,"Irregular water supply timing in Ward 13 near Industrial Area Gate, affecting daily routine.",Ward 13,water_supply,Ward 13,water_supply,low,not specified
CMP00047,2026-08-24,"Same pothole near Industrial Area Gate (Ward 5) reported over a month ago, still not repaired.",Ward 5,pothole,Ward 5,pothole,medium,not specified
CMP00074,2026-08-24,"No water supply near Sector 4 Market, Ward 6 for 2 days, please check pipeline.",Ward 6,water_supply,Ward 6,water_supply,low,2 day
